"","city","A16S","AAC3","AAC6-PRIME","ABAF","ABAQ","ABEM","ABES","ABUO","ACN","ACRA","ACRB","ACRC","ACRD","ACT","ADC","ADEA","ADEB","ADEC","ADED","ADEE","ADEF","ADEG","ADEH","ADEI","ADEJ","ADEK","ADEL","ADEN","ADER","ADES","ADET1","ADET2","AMPCR","AMPH","AMRA","AMVA","ANT3-DPRIME","ANT6","ANT9","APH3-DPRIME","APH3-PRIME","APH6","ARLR","ARNA","ARNT","ARSA","ARSB","ARSBM","ARSC","ARSCM","ARSDM","ARSM","ARSRM","ARST","BACA","BAER","BASRS","BCR","BCR1","BCRCM","BHSA","BJP1","BLAA","BLAI","BLAR","BLASGM","BLAZ","BLE","BLTD","CADC","CADD","CADR","CADX","CAP16S","CARB","CAT","CAU","CDSA","CEOB","CEPAB","CFRC","CHAA","CHR","CHRA","CMLB","CMX","CMY","CNRA","COMR","COPA","COPAM","COPB","COPBM","COPC","COPD","COPG","COPJ","COPK","COPM","COPR","COPS","COPY","COPZ","CORA","CORB","CORC","CORD","CPRR","CPT","CPXAR","CRP","CTPC","CTX","CUEA","CUER","CUTA","CZCA","CZCB","CZCD","CZCE","CZCP","CZCR","CZRA","CZRB","DFRA","DFRC","DFRG","DHFR","DHFRIII","DMEF","DNAK","DRRA","EBRA","EEFA","EEFX","EMHA","EMHB","EMHC","EMMDR","EMRA","EMRASM","EMRB","EMRBSM","EMRCSM","EMRD","EMRE","EMRR","EMRRSM","EPTB","ERM","ERM51","ERMA","ERMB","ERMC","ERMF","ERMT","ERMX","FABG","FABI","FABK","FECD","FECE","FIEF","FLOR","FOLP","FORMA","FOSA","FOSB","FOSD","FRNE","FUSA","FUSE","GALE","GLPF","GLPT","GYRA","GYRB","GYRBA","GYRBZ","GYRC","HDEA","HDEB","HNS","IBPA","ICR","IDER","ILES","INHA","KDEA","KPN","KPNE","KPNF","KPNO","L1","LMRD","LNUA","LNUC","LNUP","LPSB","LPTD","LPXA","LPXC","LSAC","LUT","MACB","MARA","MARR","MCA","MCO","MCR","MDTB","MDTC","MDTK","MECI","MEFA","MEFC","MERA","MERB","MERC","MERD","MERE","MERF","MERG","MERP","MERR","MERR1","MERR2","MERT","MEXB","MEXC1","MEXD1","MEXE","MEXF","MEXG","MEXK","MEXN","MEXQ","MEXT","MEXW","MGRA","MLS23S","MNTH","MODC","MOX","MPHB","MPHC","MPHE","MPHH","MRDH","MREA","MSBA","MSRA","MSRD","MSRE","MTRAD","MUPA","MURA","MUXA","MUXB","NCCX","NCCY","NCRBN","NCRYN","NCZA","NDH","NFSA","NIKR","NORA","NORM","NORMD","NREB","O23S","OLEC","OMP36","OMP37","OMPA","OMPF","OMPK","OMPK36","OMPR","OPMD","OPMH","OPRZ","OSCA","OXA","OXYRKP","P23S","PARC","PARE","PAREF","PARR","PARY","PATA","PATB","PBP2","PBP2B","PBP2X","PBRD","PCM","PCOA","PCOB","PCOC","PCOD","PCOE","PCOR","PCOS","PDRM","PERO","PERR","PGSA","PHOB","PHOP","PITA","PMPM","PMRA","PMRF","PRC","PST","PSTA","PSTB","PSTC","PSTS","PTSL","QACAB","QACC","QACD","QACE","QACEDELTA1","QACG","QACH","QACJ","QACL","QACR","QACZ","RAMA","RBPA","RCNA","RECG","RECGM","RLMA","RLMH","ROX","RPH","RPLD","RPOB","RPOCL","RPOCR","RPOS","RPSA","RPSE","RPSJ","RPSL","RRL","RRS","RRSA","RRSC","RRSH","RSMA","RTG","RUVB","RUVBM","SDEB","SDEY","SILA","SILB","SILC","SILE","SILF","SILP","SILR","SILS","SMDA","SMDB","SME","SMET","SMRA","SODA","SODB","SOXR","SOXS","SSME","SUGE","SULI","SULII","TCR3","TCRA","TCRB","TCRY","TCRZ","TERB","TERC","TERD","TERE","TERW","TERZ","TET16S","TET32","TET39","TET64","TETA","TETK","TETM","TETQ","TETR","TETRM","TLRC","TOLC","TOLCSM","TRIC","TTGA","TTGB","TTGC","TTGR","TUFAB","UHPT","VANRI","VANRO","VANRS","VGA","VGAE","WALK","YAJC","YCHH","YGIW","YHCN","YIEF","YJCG","YOGI","ZIPB","ZNEB","ZNUA","ZNUB","ZUR"
"gCSD17_MIN_1","MIN",7.42536868853675e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67175280042103e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39312733368419e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95037826715787e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28446340165683e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21898641697367e-06,0,3.27384923415785e-07,2.78625466736838e-07,0,0,0,2.9255674007368e-07,3.6221310675789e-07,0,0,3.06488013410522e-07,0,0,0,0,0,0,0,0,0,0,0,0,7.29998722850517e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5951307970684e-06,0,0,0,0,0,0,0,1.49761188371051e-06,0,0,0,0,6.96563666842096e-07,0,0,0,2.57728556731576e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71182206810519e-06,0,9.22946858565777e-06,0,3.21812414081048e-06,0,0,1.23291769031051e-06,0,1.23291769031051e-06,9.33395313568409e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00915504075786e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56726825039472e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83634125197358e-06,0,0,0,1.41402424368946e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_MIN_2","MIN",7.42878196583415e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11088022019855e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19968829726805e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48137094798985e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49322250569531e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15954283599314e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88519341344032e-06,0,0,0,0,0,0,0,0,0,0,0,0,8.02607096811227e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62447143811899e-06,0,8.24383258352617e-06,0,2.82467923994029e-06,0,0,1.19457800455624e-06,0,7.71498294609242e-07,7.9638533637083e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95933503417184e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83038149582743e-06,0,0,8.8348998253639e-07,1.51810954745689e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_MIN_3","MIN",1.29146562708828e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45330009504475e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7149186059395e-07,0,1.1872513425735e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38644573449416e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49066001900895e-06,0,0,3.693670843562e-07,5.27667263366e-08,0,0,2.5064195009885e-07,2.70429472475075e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24720295785995e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36131100356285e-06,0,0,0,0,0,0,0,0,0,0,0,0,8.11288417425225e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4137250502923e-06,0,0,0,3.19898278415637e-06,0,0,1.54342674534555e-06,0,1.48406417821687e-06,1.055334526732e-06,0,1.0817178899003e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.068173528709e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10004517227525e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11601626201909e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_MIN_4","MIN",7.80279262685455e-06,0,0,0,0,0,0,0,5.4259552952724e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14070842738341e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7710238407671e-07,0,0,0,0,3.38742692694464e-06,0,0,0,0,0,0,0,0,0,0,8.28423230533196e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80470763341564e-07,0,0,0,0,0,0,0,0,0,0,0,0,4.23753662948132e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0591672926503e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25781537620223e-07,5.20475328083683e-08,0,0,1.25781537620223e-07,3.42646257655092e-07,0,0,1.648171872265e-07,0,0,0,0,0,0,0,0,0,0,0,0,8.20182371171871e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01824962160685e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28907688101117e-07,2.34213897637657e-07,0,0,3.7864580118088e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08190131233473e-06,2.74984465004213e-06,0,7.26496812116808e-06,0,8.01532005248872e-06,0,3.1228519685021e-06,0,0,1.07564901137295e-06,0,9.80228534557604e-07,1.00625230096179e-06,4.29392145669039e-07,0,0,0,8.58784291338077e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2457039370042e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.71553945756209e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50543431976752e-06,0,0,7.19990870515762e-07,1.49636656824059e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_MIN_5","MIN",8.57094954260941e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77704306323728e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97666511190614e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68502599703474e-06,0,4.05054326210275e-07,4.53660845355508e-07,3.07841287919809e-07,0,0,0,1.70122817008315e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98119984090762e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95170060924707e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04794527605878e-06,0,0,0,2.73816724518146e-06,0,0,1.37718470911493e-06,0,1.05314124814671e-06,7.371988737027e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60401513179269e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10174776729195e-05,0,0,9.8833255595307e-07,1.95236185233352e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_NYC_1","NYC",9.6781484669856e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05861719634282e-08,0,0,5.88218099695235e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84308337904507e-06,0,0,0,0,3.13716319837459e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3332943593092e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7411255750979e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92145399796823e-08,0,0,0,0,3.13716319837459e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4313014787403e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94893340647211e-06,0,0,9.64677683500185e-07,0,1.92151245900443e-06,1.48230961123199e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25091459483377e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45076259613964e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_NYC_10","NYC",1.75982528955449e-05,1.40061001509487e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3666076941193e-07,0,0,0,0,0,0,0,0,0,0,0,1.20287683649324e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39232598357735e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1081071138754e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45992996867536e-05,0,0,1.24407124870191e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63949245682939e-07,0,3.13077532785912e-07,2.47166473252036e-08,0,0,0,1.23583236626018e-07,1.23583236626018e-07,0,1.15344354184283e-07,2.71883120577239e-07,0,0,0,9.63949245682939e-07,0,0,0,0,0,0,0,0,5.60408783686782e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31717439946889e-06,0,0,0,0,0,0,0,0,0,0,0,0,4.44899651853664e-07,0,0,0,6.09677300688355e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82898675298928e-06,0,4.96804611236592e-06,0,0,2.83417555995667e-06,0,4.48195204830358e-06,2.85065332484014e-06,9.88665893008143e-07,1.22759348381844e-06,0,0,6.50871712897027e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8216169078675e-05,0,0,0,9.06277068590797e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0801174881114e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_NYC_12","NYC",7.76707422802498e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04548064575785e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5454713843599e-08,0,0,0,7.38639099958484e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.25852738954465e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01137108757926e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52841475299102e-06,0,0,6.53411511501736e-07,0,1.05114025763323e-06,9.3750347302423e-07,0,5.62502083814538e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10795864993773e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90910539054952e-06,0,0,0,6.42047833040836e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_NYC_13","NYC",1.36723622319734e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71204960707603e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98747995018589e-07,0,0,0,0,0,0,0,0,0,0,0,3.58059446042816e-07,0,0,0,0,0,0,0,1.10172137243943e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1568074410614e-07,0,0,0,0,0,0,0,0,0,0,2.34666652329599e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76275419590309e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25706408595339e-05,0,0,1.11273858616383e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00256644891988e-06,0,9.9154923519549e-08,1.37715171554929e-07,2.20344274487887e-08,6.6103282346366e-08,0,9.9154923519549e-08,1.59749599003718e-07,0,0,2.42378701936675e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.30185895320098e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40688548975773e-07,0,0,0,3.37126739966466e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.93608745755109e-06,0,0,0,0,0,0,0,8.37308243053969e-07,0,0,0,0,3.91111087215999e-07,0,0,0,5.39843472495322e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40688548975773e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37715171554929e-07,0,0,0,0,0,0,0,0,9.08369271576312e-06,0,8.81927958637766e-06,0,3.71280102512089e-06,0,0,1.47079803220664e-06,0,2.50641612229971e-06,2.10979642822151e-06,6.94084464636843e-07,8.81377097951546e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11455361703885e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11161145909654e-06,0,0,0,1.95555543607999e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97057842057687e-06,0,0,0,1.05214391067966e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_NYC_14","NYC",2.06235788080853e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56603668151331e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.4383014615437e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77546969487528e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86613034108939e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06981100445399e-07,2.73396145582687e-07,1.72358439606476e-07,0,0,1.12924494914588e-07,9.50943115070215e-08,0,0,1.48584861729721e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.78772529521405e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62396089702892e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40264109472857e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36698072791343e-07,0,0,0,0,0,0,0,0,5.42037575590022e-06,0,7.14990354643418e-06,0,3.34018769168413e-06,0,0,1.14707513255345e-06,0,3.29858393039981e-06,2.29415026510689e-06,1.51556558964315e-06,1.47396182835883e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37735778767554e-08,0,0,0,0,0,0,0,0,0,0,0,3.56603668151331e-08,0,0,0,0,0,0,3.25698016911549e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80367693804495e-06,0,0,0,7.31037519710228e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
